mz	Intensity	SN	Resolution
127.55735	816557		1225632
127.56701	975309		1145142
127.59748	807822		1124667
127.61412	778734		1139435
127.62159	908238		1003986
127.66025	781678		1011924
127.70199	1040526		817903
127.70465	842670		1221097
127.71936	907439		646680
127.74015	842319		870199
127.77544	864879		880809
127.79728	773551		821540
127.79816	1031823		691746
127.82608	783887		1413602
127.85862	809856		730992
127.87475	887888		1244664
127.87617	943120		1162424
127.87661	834896		870010
127.88019	897584		978434
127.88389	815952		990948
127.89293	777200		1010047
127.91192	808048		950487
127.93334	778416		1018218
127.93775	795985		965988
127.95789	797297		1128129
127.96096	781873		1086599
127.96189	959537		844625
127.97174	816769		522918
127.98748	800689		921305
128.01118	798865		1076443
128.0237	821457		1089777
128.02963	793537		817908
128.05546	858450		877507
128.05873	1068050		796194
128.09904	817682		1035935
128.10611	959794		1019036
128.10832	834706		1156790
128.11117	957906		958789
128.12722	791426		748513
128.12778	989426		803387
128.13923	957491		983446
128.14081	923587		755383
128.15113	837171		1088293
128.1637	864051		1116436
128.18156	825267		922454
128.18265	790227		841911
128.19194	825363		670504
128.19395	903875		752293
128.19533	774331		537211
128.20917	793363		1058124
128.22052	797139		1086822
128.22895	820083		1233705
128.2368	809076		1199225
128.26181	805588		1072335
128.26372	780564		1013609
128.27198	785300		912883
128.28433	952596		807011
128.30193	798644		919508
128.351	819093		964096
128.35922	845525		942136
128.35983	856869		582392
128.3669	811733		723536
128.38045	776597		1333083
128.38771	937493		524822
128.43408	833142		1024366
128.44296	784854		833147
128.45554	887670		863234
128.48225	885366		893336
128.49362	783302		659355
128.4951	790870		694632
128.49961	874823		630925
128.51036	822487		752702
128.51503	889399		936632
128.53566	824535		900407
128.55059	848567		1009862
128.55213	818455		1014976
128.57069	846263		888336
128.57685	793623		1151576
128.57904	930455		773474
128.62426	777944		1147372
128.64726	901400		832107
128.65732	816856		931486
128.66282	853465		908994
128.66339	828953		1227835
128.67482	854553		909647
128.68485	799737		549557
128.68958	873433		607976
128.70252	790457		1140145
128.70449	812633		1221980
128.75269	891066		787015
128.77799	902890		752365
128.80758	861274		828693
128.80939	807994		870386
128.83249	821483		599734
128.83296	1116635		1065369
128.83987	922843		800797
128.89455	799612		1030467
128.91236	792124		1123716
128.91572	806940		728930
128.96565	778556		792864
128.97019	775389		913578
128.98464	931101		967622
129.01002	814781		930063
129.02115	861469		943654
129.0228	814493		1248168
129.0543	827326		806831
129.07851	802494		917304
129.08108	774238		849573
129.09096	775390		809772
129.0943	778622		1187735
129.14795	945823		1207070
129.15032	848255		1059004
129.15418	796351		943175
129.16255	1097823		766315
129.19295	816544		1030387
129.19441	789728		1232960
129.21896	792432		1030603
129.23399	800784		662992
129.23804	808032		569101
129.26412	797057		840592
129.2827	831937		1036297
129.28324	777025		1018952
129.31921	786082		807101
129.32761	917474		1147173
129.36624	844226		1039153
129.38688	789027		1152950
129.40128	781571		1240161
129.40676	787779		1017999
129.41113	794627		791671
129.41391	843643		531817
129.47375	815620		767511
129.48143	845780		763635
129.49189	862948		772341
129.49274	801220		1162391
129.49784	875972		990534
129.50049	780261		780666
129.52062	883045		1133006
129.58974	825894		1036351
129.59597	806310		1241856
129.60936	851174		891535
129.65091	806055		781745
129.66059	802215		841954
129.67187	839911		892610
129.69718	809928		1043258
129.70555	868648		728004
129.71049	787880		833161
129.71568	798056		848658
129.72662	787112		1034563
129.72886	780264		852100
129.74135	776489		1337865
129.75852	862121		837110
129.77336	807593		897608
129.77819	984297		938574
129.80661	920554		941847
129.82693	868138		1002503
129.85961	896619		1011475
129.86875	803499		1341664
129.9069	939547		742912
129.91259	787260		728923
129.94989	800268		1061280
129.9521	916748		1020399
129.95947	874220		808023
129.97409	922285		888771
129.9862	789677		1168687
130.03462	846734		975467
130.0363	839310		628117
130.06487	793390		742615
130.06546	957582		906815
130.09551	827567		1098178
130.11857	882991		955781
130.11978	902959		1178622
130.14952	827552		549864
130.17509	919792		1045626
130.21407	875441		1112588
130.31029	915475		979544
130.31093	785907		1007234
130.31974	828019		1292193
130.32758	809971		1137817
130.42161	817589		837019
130.42474	787253		777832
130.43691	944470		470893
130.46092	774262		936110
130.46942	802358		987209
130.4935	780023		733277
130.52897	807671		1334837
130.56118	813624		729385
130.60471	854201		1098572
130.60496	904505		1093148
130.61814	854521		979567
130.637	996538		962189
130.63732	782554		1125755
130.66059	847354		1006548
130.67032	804730		965890
130.68673	777243		1071762
130.69399	789195		452700
130.70832	882363		974462
130.70933	814811		910671
130.71115	841339		856607
130.72427	867036		1067635
130.72595	773500		786574
130.76655	820093		851249
130.81064	787358		1078915
130.81751	956414		723791
130.83011	872766		1181385
130.83257	846222		721627
130.83322	850974		867891
130.85034	1115134		940086
130.86673	996895		687034
130.89067	774239		1119551
130.89421	795967		974966
130.91064	811040		1000872
130.92104	888448		1005475
130.93119	830080		778104
130.96197	842561		881799
130.96377	846241		804472
131.02277	776290		1050197
131.11583	826181		868872
131.12808	796869		931656
131.12847	925157		809709
131.14496	865797		944530
131.19223	845542		814286
131.19253	867702		596621
131.22354	863079		891628
131.24488	861288		869762
131.2614	809992		801228
131.26433	838984		1146748
131.27233	815944		699105
131.27302	909704		727628
131.30513	824297		992134
131.30598	836841		871902
131.32153	852041		894678
131.32218	919561		1083642
131.35738	787594		772839
131.36003	832762		638943
131.37339	951659		792366
131.38158	839275		837456
131.44555	775629		1052080
131.44891	847885		1150084
131.45792	1048269		977614
131.48321	804109		902847
131.50348	811358		690057
131.51352	821278		681002
131.51846	791438		1165575
131.54798	774079		469597
131.56873	831376		742129
131.57202	1029104		813520
131.59203	916624		820525
131.64267	823794		681500
131.68664	800499		1116349
131.69309	794291		820631
131.69802	874259		1190111
131.73265	777108		1022682
131.73614	780724		795081
131.74235	866772		1193458
131.74905	850068		1187658
131.78197	822453		1061981
131.78804	929557		1010127
131.79444	804822		1147536
131.81651	967254		1058208
131.84387	852087		999136
131.91636	932345		886196
131.93043	943705		856355
131.97303	782394		798154
131.97517	1133019		675564
131.99892	802891		660951
132.03461	820060		513286
132.04229	875452		1019611
132.04496	777004		635301
132.0757	815837		1174612
132.07974	867197		916182
132.0805	787197		1056495
132.08644	921470		891270
132.08747	940254		779798
132.106	825166		605885
132.1295	876527		645992
132.14106	824351		800608
132.14603	826143		614159
132.19128	818433		816772
132.21996	870977		1029069
132.22384	792642		1116169
132.30163	834404		1154570
132.30391	844836		1356760
132.35864	809670		859927
132.38766	813350		542937
132.38792	856614		1057762
132.4121	888295		817726
132.41823	824679		1057211
132.49364	814346		954131
132.50048	799466		989973
132.50863	810282		906457
132.51609	811114		1083164
132.51751	775530		834399
132.52514	779179		1080906
132.5725	863020		652210
132.60874	1088301		917696
132.61269	867149		1003069
132.66974	827823		874043
132.7032	790768		1240070
132.72481	803441		521828
132.73587	863665		834842
132.74073	892145		1037025
132.75127	856530		1014418
132.77025	780530		940849
132.82338	971092		502613
132.8477	823029		950741
132.84858	802549		989071
132.86493	795125		831872
132.86699	923861		671865
132.87666	911542		827272
132.89865	863574		1002467
132.90044	929334		1004009
132.90213	864246		858276
132.91219	849207		1071378
132.91871	782455		1267048
132.93781	793752		999031
132.94537	836696		1001172
132.99219	868633		834273
133.00667	852570		946844
133.01455	911418		708861
133.03389	898683		782692
133.03885	896427		699883
133.07093	810428		765221
133.11458	886269		825803
133.12599	782014		704754
133.15606	852975		594786
133.16309	976383		826053
133.17599	926687		869959
133.17839	811040		734401
133.18376	885696		899739
133.20401	793888		947401
133.20719	925952		827224
133.23038	829665		748595
133.24057	938242		955029
133.24371	985570		888108
133.2698	926915		780849
133.273	1085987		816877
133.2881	829475		846817
133.30103	967460		876950
133.30429	807428		1148416
133.32854	778789		972418
133.35948	881542		511357
133.38509	784359		959621
133.38611	801703		863446
133.3941	897479		809771
133.41826	797896		941199
133.42367	855880		904753
133.42847	819912		1141209
133.47056	786282		1014397
133.48854	872138		982961
133.50585	806731		1240551
133.53	775052		1102731
133.54678	784140		620037
133.55886	814797		840605
133.55965	850349		887537
133.57212	856013		861689
133.60194	879886		1130240
133.63414	790703		845637
133.6534	824720		1081965
133.65414	778704		1146294
133.69761	821538		700308
133.74561	909908		956797
133.75061	997140		920202
133.76354	864340		1033669
133.78633	875925		761771
133.79614	830453		809831
133.83817	776055		971855
133.85174	839383		902896
133.85666	777048		802479
133.85898	893016		813305
133.86181	855608		782709
133.88071	979225		936704
133.89815	967001		899275
133.91297	902426		918902
133.93076	918554		866252
133.93386	801755		1008134
133.95516	820667		907137
133.95533	808603		750417
133.95691	809339		933725
133.98758	857501		919689
134.01343	808542		1194541
134.01828	773534		760426
134.03578	788126		1043831
134.04527	828671		933897
134.05133	832287		822646
134.15332	831619		746595
134.15815	787811		1115437
134.16098	837507		868814
134.18869	784484		1132622
134.19875	786373		795246
134.20084	791109		926346
134.23376	788998		974038
134.26679	780231		980315
134.3172	788425		807083
134.34628	877643		887104
134.36478	779915		712935
134.42507	894894		814166
134.42618	839278		1157868
134.47523	778768		809903
134.47572	857392		997748
134.49217	818353		1096052
134.54872	782003		803889
134.55295	777779		1278137
134.5592	821475		537831
134.60989	791605		935341
134.61322	851845		620709
134.61874	936438		897392
134.64553	855031		972838
134.68105	787736		921730
134.68298	796056		874601
134.69893	857433		906271
134.69966	877625		922214
134.71285	849914		1032011
134.71801	801882		852689
134.7278	790010		717309
134.78443	827613		565787
134.78817	797405		798876
134.81522	800190		969740
134.81676	825566		972276
134.82215	779934		933332
134.87999	809313		958954
134.8818	821537		909010
134.89554	780193		829556
134.89977	860226		979918
134.90178	822850		680780
134.90993	826914		898562
134.96661	834181		1079182
134.98808	831109		1194883
135.05117	916040		822429
135.05993	819305		884786
135.0613	927433		1170656
135.09257	840138		852120
135.10076	773514		838650
135.10548	774459		574270
135.11167	784267		833955
135.13304	813388		1140091
135.14389	827692		577628
135.14696	887100		685338
135.16422	863597		974208
135.18901	785390		1028228
135.20159	781647		949998
135.25414	846001		778380
135.28858	814931		1145326
135.30923	986228		698215
135.32704	927861		768530
135.34252	800597		718721
135.35508	851766		819268
135.38917	859463		688646
135.40847	870808		783268
135.4146	783481		795713
135.41765	847801		959041
135.46025	909123		567853
135.46739	823579		1056083
135.48856	831260		695401
135.50525	788253		1074265
135.50882	1020637		793159
135.51605	786813		929764
135.54164	785502		915071
135.57346	866080		775967
135.5742	787664		574456
135.5756	817248		972705
135.58313	843680		1096839
135.58343	774848		669881
135.59431	776737		795917
135.6088	788162		856094
135.61498	802146		1238336
135.61602	816098		1089388
135.62398	779106		1181810
135.62774	918050		1102331
135.6336	946083		660963
135.65586	865892		874777
135.69768	788102		929345
135.71803	836551		836433
135.74608	924264		724953
135.74821	775656		1074794
135.75179	823080		989080
135.76107	850633		886462
135.79649	842922		1011825
135.81219	809515		695337
135.91527	783632		878684
135.97475	913075		701457
135.99148	865716		688365
135.99431	787604		813412
135.99744	957908		689434
136.02479	917846		707232
136.04156	904950		1093212
136.04742	889271		981006
136.09088	917433		1020170
136.09878	777721		1271736
136.12516	826715		425337
136.13533	814715		927680
136.17369	800381		1027029
136.20757	892511		841102
136.22319	871904		604935
136.25153	867681		884373
136.28508	793923		891431
136.33089	1022085		753251
136.34363	789702		1070900
136.35426	896518		1038926
136.40216	811465		828775
136.42431	885770		808125
136.45795	807308		865038
136.48765	827341		752768
136.50946	831374		1028550
136.51219	800814		809523
136.5332	838576		853987
136.60718	863187		966564
136.64082	784053		990971
136.64875	788054		868543
136.67484	787607		657501
136.68671	852760		1262271
136.696	944216		881592
136.6988	775048		588701
136.70771	824121		819503
136.71822	972761		929680
136.72501	854042		1049156
136.72529	912282		1002417
136.73165	785178		1236786
136.73574	812826		1037673
136.73616	830938		777148
136.73951	879802		818042
136.75762	962715		1000472
136.76744	792252		748884
136.79432	866589		901695
136.81282	808542		965636
136.90421	803555		601475
136.91834	795108		1087041
136.94491	881830		688481
136.9566	995846		645485
136.97383	1213991		1043577
136.9757	800807		970305
137.09794	865006		973846
137.1013	849550		671208
137.14465	840097		714079
137.16976	782322		848562
137.18652	884723		813369
137.21074	808308		1069916
137.24123	781686		1070993
137.25651	873143		975176
137.26455	820727		688623
137.27884	781176		1023254
137.29998	809945		721315
137.30119	930362		837202
137.31697	835514		860740
137.34945	933884		1064181
137.35138	789436		1015175
137.36262	794397		773678
137.38488	803038		960852
137.44387	830274		959430
137.45192	844162		987716
137.45495	796162		1122313
137.45698	871779		710648
137.46927	826435		582088
137.47912	776740		816461
137.48405	796612		1023122
137.51173	1040646		771721
137.51369	796198		743662
137.52687	774023		1128535
137.52768	774631		785616
137.53319	855335		905109
137.55311	808968		1034405
137.57678	868490		891715
137.61267	918860		907910
137.64426	923597		875945
137.67532	782223		1129923
137.68401	810544		725942
137.69948	839761		972848
137.70629	851025		694976
137.71774	906194		731710
137.74736	776948		652714
137.74967	892116		875706
137.79612	1027031		893692
137.82187	986200		872698
137.82589	838712		883039
137.86371	858299		708603
137.86441	821851		896313
137.88633	775804		936760
137.89378	980604		660236
137.92707	781342		1145777
137.93041	837279		1114725
137.94092	786751		907128
137.94317	901919		847699
137.95466	779680		1080358
138.03118	778149		1148506
138.03672	799397		891384
138.04844	808230		1080088
138.13661	780395		692357
138.14242	816620		1022522
138.14366	803436		765056
138.15041	839916		840025
138.16035	967373		756491
138.17611	936494		741323
138.18241	811790		879174
138.19064	825903		964875
138.23882	791090		959777
138.25222	822323		921164
138.25919	811891		857579
138.27206	805172		1125034
138.28067	884116		709625
138.3179	781463		747107
138.36832	802138		853046
138.37086	789050		965814
138.38952	789435		647836
138.39639	926396		934951
138.41342	775101		1108662
138.41612	837405		856422
138.42284	843965		727788
138.4366	807294		1203952
138.49071	888386		666810
138.51428	951939		839076
138.52657	814084		1117026
138.54033	853637		1065587
138.55545	935174		856968
138.5591	792294		819737
138.60274	894953		813878
138.62784	788107		964692
138.70742	775920		885928
138.71529	822288		1066708
138.72197	835665		1225657
138.72366	906449		925732
138.72642	781657		631077
138.74246	860434		658305
138.76106	776115		975148
138.7833	1039829		720279
138.8013	799574		671911
138.85511	962586		979901
138.88035	773787		916395
138.91386	802814		680947
138.96944	890145		991222
138.97213	981345		1089038
138.97236	908002		761064
138.97916	781218		1014946
139.02477	784293		845458
139.02843	856005		825794
139.05934	877991		756261
139.09616	810986		984779
139.10545	1016171		826388
139.13518	794029		917433
139.14229	820525		617129
139.15607	799758		854506
139.16108	805550		593998
139.18018	839152		879173
139.20074	839985		726197
139.21747	810738		971421
139.22273	803571		1037759
139.23704	826548		998795
139.25195	1066165		628776
139.25254	805621		1018085
139.2748	998774		695302
139.28829	895991		646556
139.30423	934136		906504
139.35049	809675		551746
139.35462	819580		1037478
139.36147	775484		961491
139.37029	810109		996218
139.37854	837885		918011
139.3995	785215		1036767
139.4135	776064		1004423
139.42049	813696		651486
139.42934	1007937		822532
139.43228	926081		1035207
139.44582	950658		937426
139.44662	779266		595663
139.44928	940354		965034
139.45612	808211		522160
139.50948	847623		979040
139.51136	803463		648878
139.53656	931913		777206
139.53831	1004713		721570
139.56149	822634		781819
139.5821	777932		1002153
139.59637	800077		1041930
139.63159	808943		854063
139.64194	789904		961969
139.65971	938193		856137
139.66103	1022993		790348
139.66961	840146		906089
139.73369	816503		816324
139.74109	896151		962641
139.76481	835417		869998
139.77067	784537		1013028
139.78725	782683		846818
139.80437	821596		1025405
139.80498	834332		899951
139.82841	854686		1003479
139.83101	821022		845216
139.8511	787807		835559
139.89221	790530		846865
139.8963	786851		920793
139.90373	900099		768714
139.91146	823844		986034
139.92952	803269		812433
139.98669	814249		959753
140.03514	900653		995027
140.05132	812174		779903
140.06191	778767		702052
140.06426	787983		886143
140.08062	816304		913974
140.08865	969617		737816
140.15466	825782		1248707
140.1804	778136		719448
140.19255	821497		1026954
140.20522	803898		933109
140.22156	858507		603631
140.23295	773884		1190836
140.24864	782397		1170384
140.26913	824126		961027
140.29131	869504		1055524
140.29917	857665		922903
140.32499	829635		1028030
140.3388	857924		871256
140.35716	874373		983580
140.36903	849862		1283387
140.38781	919880		973031
140.39108	780712		824092
140.39471	837896		438946
140.45673	866317		880559
140.47341	824078		999842
140.47754	832814		686662
140.48708	869039		797289
140.52275	816978		985687
140.53965	800243		836296
140.55388	901940		718655
140.55977	819157		758100
140.56506	787797		696477
140.59091	871447		532205
140.59139	806071		788083
140.59886	888056		681838
140.61046	781369		856325
140.61084	822553		895210
140.61806	901465		652021
140.63282	791387		905715
140.63658	860891		791913
140.68163	940190		714836
140.69343	974303		780028
140.70989	797921		765112
140.79942	791464		645413
140.83978	800107		771012
140.84686	816171		970940
140.87601	819118		1005600
141.09804	796608		850296
141.10842	871521		735501
141.12899	817698		564209
141.12955	790130		639549
141.14092	835939		742450
141.18809	898567		631693
141.22106	786570		1023101
141.23438	789355		839358
141.25055	895756		837711
141.29319	776336		813845
141.3046	790673		952440
141.30854	793553		728911
141.30877	859185		521195
141.31783	885458		1112771
141.3293	780435		989217
141.33784	805524		892036
141.3772	846487		884342
141.39949	804121		972089
141.41074	793530		813652
141.42516	917723		1144731
141.43926	820844		605428
141.46254	776702		850079
141.47761	813063		499259
141.48466	802272		1093062
141.48594	813792		820631
141.50471	803362		806543
141.54848	884709		953216
141.5682	862407		737418
141.65853	786223		1071523
141.67809	787664		767922
141.70992	840307		786166
141.71214	909555		769798
141.72103	825172		723022
141.79738	850171		1066876
141.80069	834587		516874
141.82584	949565		1075003
141.85883	801088		746871
141.86001	876672		1021413
141.87161	863969		764186
141.89021	788803		949987
141.89957	862339		829102
141.91517	873605		807265
141.93131	893062		1028002
141.93568	801703		525083
141.93647	803655		911946
141.94477	799687		922845
141.96405	819081		961055
141.96486	824009		853196
141.96545	843257		631844
141.97668	804810		1018301
141.98705	811147		680304
142.00113	856428		783419
142.06216	787026		970327
142.08978	799380		850727
142.13659	783448		1331633
142.13942	778264		834623
142.16984	787163		895763
142.17934	799836		744724
142.18891	781149		736240
142.19242	845853		782585
142.22263	787168		959591
142.23465	861025		906983
142.26552	973732		915605
142.28317	859557		1089101
142.28576	873222		799127
142.31343	867752		1035790
142.31961	794185		648440
142.33934	846890		1004903
142.37411	799662		589072
142.3744	778062		727914
142.38377	877998		850000
142.39377	919151		767345
142.40928	852145		807554
142.42522	791058		720405
142.45368	780149		1033801
142.46015	896949		847456
142.47006	794518		662268
142.49826	864697		724721
142.5014	862041		715606
142.52178	841867		503386
142.54473	780253		670771
142.5745	815488		710988
142.63065	881157		781630
142.63509	825093		1065736
142.63544	782341		998616
142.63771	970886		841018
142.66021	818664		773799
142.67022	963657		934272
142.6795	826826		1057269
142.68735	839370		1045718
142.72151	809805		883553
142.7449	849136		718791
142.74667	905616		672077
142.76254	797521		955227
142.78122	928659		884735
142.78268	850547		770820
142.78878	971092		505286
142.81589	845846		848804
142.83956	997048		657239
142.84463	841049		825787
142.84614	900953		908049
142.92094	1093408		826478
142.92681	797281		993703
142.94341	827426		912785
142.9701	900869		809908
143.02533	787626		919246
143.04741	856108		1027532
143.06313	1013870		697751
143.07627	780143		585918
143.08348	982000		631437
143.09427	978129		695794
143.10361	816625		897553
143.1052	853810		735863
143.1129	878962		727819
143.11988	793939		777701
143.13298	790516		818506
143.16643	797207		718568
143.16823	840824		874309
143.17642	781944		1009930
143.20661	800475		798514
143.22471	907517		723223
143.22517	864317		868265
143.24996	843584		923199
143.35756	1017162		748722
143.37068	836619		975089
143.37189	867467		901926
143.38854	780045		618517
143.40838	860111		823811
143.41849	787792		782991
143.42212	788816		1026422
143.46337	821588		852939
143.46638	986901		846527
143.49034	810647		761394
143.50565	896345		722427
143.52672	780155		795249
143.5532	838749		959125
143.5543	786877		696245
143.60847	854051		1162044
143.6087	932643		916404
143.61443	848547		1184191
143.6254	806948		857217
143.65962	899496		850299
143.66937	788585		792992
143.71129	797069		693245
143.71487	781677		655290
143.71561	798701		960427
143.72525	866158		1096537
143.73105	836975		881220
143.77556	785779		799775
143.80801	780055		684977
143.83969	827066		961577
143.85637	831163		894309
143.86488	812380		540018
143.8652	865660		949385
143.86935	782141		834630
143.88844	862719		633275
143.89117	777535		1046934
143.91638	955458		833942
143.95786	780102		693872
143.96334	788678		733237
143.98895	830793		819256
144.03723	1057038		617972
144.08217	831698		553613
144.10433	828597		781088
144.11059	806997		817891
144.12063	933590		746093
144.13228	791992		612078
144.1445	878489		1095739
144.14473	858969		857725
144.14654	807193		985364
144.17619	827740		734251
144.21477	918624		760058
144.2601	825189		998193
144.28396	827815		1192196
144.30284	791017		831332
144.30975	786762		760769
144.31043	800650		841600
144.33322	1063596		881145
144.37282	779761		602430
144.39043	776818		937526
144.46989	810683		874493
144.50967	821055		942289
144.51695	831328		794446
144.51783	901376		856348
144.53641	784546		788075
144.54246	833666		820439
144.58311	779975		819008
144.59984	825480		974848
144.62524	856843		610155
144.64368	890893		797190
144.65197	1048078		903402
144.65893	782543		1066813
144.68436	791153		663947
144.70592	836532		732759
144.71203	777620		933341
144.71518	785429		864532
144.74209	821304		684580
144.75023	1001752		561222
144.77047	878235		908497
144.86785	794981		852544
144.86889	848293		948649
144.8916	818248		589192
144.90327	940201		768254
144.91987	777579		596218
144.9419	786413		955765
144.96445	812336		1052074
145.01292	782837		935098
145.01411	956021		959469
145.023	781974		841090
145.02483	889270		815380
145.03491	916791		561986
145.03975	826936		647443
145.04357	851400		492975
145.05788	879354		805006
145.06836	871163		719911
145.07867	831516		686135
145.08022	835548		764667
145.08677	784509		805990
145.1435	834627		906902
145.16241	886533		1077631
145.16265	912133		841712
145.18217	802439		878940
145.19385	798729		885013
145.19642	813833		605811
145.21277	966091		680919
145.2611	843376		715317
145.26275	863760		815717
145.26631	859409		1000769
145.32464	818071		913143
145.35084	818458		900129
145.35655	891355		657584
145.37293	915612		776579
145.37468	839069		879883
145.38963	808158		727818
145.42476	866434		722751
145.44023	792004		772913
145.45635	829286		817759
145.48398	829737		1253543
145.5321	829230		950287
145.53276	791534		559388
145.53768	901359		895525
145.57818	780179		883261
145.68632	777504		782070
145.69664	831361		648948
145.69942	781633		883105
145.7912	780812		1034629
145.80396	783821		970564
145.80714	827053		460905
145.80891	792526		873415
145.81164	1001422		821687
145.8161	884654		601369
145.83662	1143185		882322
145.84028	931473		834521
145.84168	912913		763313
145.84323	824849		1016781
145.84487	979570		649594
145.84618	815698		1176621
145.8466	835986		903575
145.84744	801426		977556
145.8527	799955		881632
145.85342	782419		556553
145.86149	863700		990951
145.8816	907158		872985
145.89693	918552		774946
145.92794	828059		786394
145.94168	847133		923536
145.94662	913245		772707
145.95714	807455		771464
145.97887	795361		563614
145.98443	908770		948108
146.03551	927464		849518
146.03839	778600		1117776
146.04009	781864		979028
146.04235	834152		719763
146.05169	912617		762036
146.05488	940778		870268
146.07861	952173		928566
146.08762	801774		873943
146.09529	789135		784162
146.11689	818737		946648
146.12025	808753		770107
146.15033	871157		908363
146.15497	800853		733187
146.15703	883318		1138761
146.21802	823981		477963
146.23562	991487		793750
146.25317	779265		899378
146.25601	886209		718127
146.28798	802405		708180
146.2883	824133		877724
146.29465	791174		746286
146.30561	788807		595919
146.34185	904971		1063126
146.34789	869836		535115
146.35318	884653		626260
146.36477	781070		1015538
146.38814	841841		670954
146.3953	857938		816411
146.41958	791541		672086
146.42161	791285		792595
146.44759	827352		845524
146.48065	910748		851399
146.4952	786781		1102128
146.50481	811167		568607
146.53856	923811		814221
146.57188	792999		1049956
146.59199	785385		866480
146.59633	845738		1023346
146.6074	904299		966634
146.60947	836075		703777
146.61169	810411		833950
146.61568	792556		869211
146.68005	898484		935941
146.70156	915510		807816
146.75365	814844		838536
146.76945	862814		566006
146.77485	788543		771428
146.78083	816736		637624
146.78763	839873		697811
146.79244	802337		511076
146.8542	781193		883079
146.85527	807017		829755
146.87437	854283		598656
146.88487	816588		883868
146.91958	803600		681287
146.92926	851794		650566
146.93446	857746		888817
146.9369	808851		938606
146.95312	973781		857858
146.95633	831061		783887
146.96186	793110		926912
146.9747	782071		742155
146.9763	809655		786614
146.98591	798041		885924
147.02239	789149		787120
147.02288	793309		640074
147.02626	972317		694245
147.03291	911198		747262
147.04365	800608		943213
147.04415	852704		1037457
147.04919	887904		841243
147.05339	849313		903176
147.07576	811428		811320
147.08568	796709		887219
147.14459	793708		1220416
147.14887	789613		743369
147.16749	860783		891364
147.17505	782000		861204
147.2614	819898		700360
147.26689	781467		557114
147.27957	819709		917389
147.28736	858110		873440
147.30524	928000		666692
147.31928	897794		714229
147.34131	804932		1001569
147.36001	814407		879771
147.41007	840845		1066794
147.41055	870157		1064636
147.41372	792589		893790
147.42664	803279		656247
147.45932	799763		1020773
147.46356	788916		556870
147.4719	789941		759659
147.48879	839319		835183
147.494	894615		1054802
147.51704	882650		742227
147.56134	813216		925494
147.56263	937056		782918
147.56857	805217		614035
147.57696	801954		780038
147.58088	927138		856072
147.58522	804707		1015030
147.59051	871012		843793
147.61247	791718		869225
147.61314	832438		524346
147.61806	873575		819808
147.63208	835561		1024149
147.68638	844208		901280
147.75448	850936		909238
147.78175	869052		669974
147.78424	930492		894196
147.78481	891580		764531
147.81844	793536		959279
147.83941	809731		913789
147.85802	778309		933858
147.8627	874950		901580
147.89735	799626		859933
147.91686	804941		894949
147.93536	850639		798500
147.97795	874581		701770
147.97864	905429		846625
147.98525	893270		857318
148.00157	803672		792419
148.00653	782808		1036368
148.02401	840411		980396
148.10545	806117		965587
148.11785	798023		702016
148.13145	814537		721376
148.13541	794665		636123
148.18852	809200		681265
148.19305	846577		1110486
148.21271	792883		1102586
148.21572	901748		979832
148.27222	799547		935971
148.29029	874877		877102
148.31308	908800		891422
148.32672	905602		809006
148.35664	789126		912937
148.42216	900047		691011
148.42774	876047		819867
148.43817	834257		849536
148.4514	902354		919971
148.46217	782356		931434
148.50987	796090		705234
148.51057	800986		907291
148.522	842076		900786
148.54017	907038		791589
148.54819	792607		808021
148.57124	795810		939324
148.61075	791143		679975
148.61213	816552		876067
148.64577	844588		1115047
148.67569	895408		836278
148.69422	810610		875973
148.69993	816627		707528
148.72688	794615		870088
148.74673	815993		921752
148.7567	821883		838558
148.76094	955643		714528
148.78227	846110		496259
148.79168	895743		941363
148.81287	783170		611662
148.84796	835079		577896
148.86384	779721		901911
148.89839	813518		841039
148.91167	1018832		739138
148.91458	812528		674775
148.91537	810320		873183
148.92055	832017		944002
148.92174	858769		945145
148.94896	800341		931792
148.96216	795030		1038750
148.96312	849622		1012737
148.96845	831943		559734
148.97048	975511		677090
149.02291	900127		843570
149.03927	800737		836248
149.04351	795473		498971
149.13275	829101		841281
149.16256	799953		654017
149.18715	804533		663227
149.19987	835383		723730
149.20171	884407		778830
149.22024	801721		864334
149.2486	836221		856336
149.27652	896577		768262
149.31652	801926		774238
149.31946	1052743		818365
149.33456	877545		576805
149.3354	789769		808221
149.36876	1141646		883381
149.37623	783951		713811
149.38096	882927		705042
149.39231	785633		580292
149.40804	893843		795773
149.43878	838743		781724
149.44576	821720		957346
149.45331	792345		800117
149.47117	890588		885886
149.48859	856990		1027787
149.49197	837215		808091
149.49272	838431		797377
149.51418	791650		983197
149.55256	870247		778012
149.56347	784105		947852
149.58533	810284		1077280
149.61121	895343		1002088
149.61767	804720		828757
149.62048	792240		746924
149.62367	798849		589925
149.62669	785585		831806
149.64352	915956		888968
149.64952	781492		912362
149.65674	1056405		575114
149.67578	936248		707781
149.67662	849464		697364
149.6783	782712		521876
149.67932	1094521		748789
149.68019	1010617		783051
149.68137	1132153		740877
149.68476	794745		1039117
149.68569	870809		536273
149.69093	957498		722756
149.70027	802428		851677
149.70268	1231804		848355
149.7127	907645		678622
149.71646	919230		975919
149.71978	883422		667558
149.74457	839362		735898
149.76124	964068		651766
149.78546	879687		542215
149.8257	816525		736018
149.85837	805330		907579
149.86002	819154		602420
